Word,Synonym
liṅgam,the cause
adaḥ,this
vadanti,they say
guṇa-aguṇatvasya,of being absorbed in material qualities or devoid of material qualities
para-avarasya,and of lower and higher conditions of life.
guṇa-anuraktam,being attached to the material modes of nature
vyasanāya,for the conditioning in material existence
jantoḥ,of the living entity
kṣemāya,for the ultimate welfare
nairguṇyam,being unaffected by the material modes of nature
atho,thus
manaḥ,the mind
syāt,becomes
yathā,as much as
pradīpaḥ,a lamp
ghṛta-vartim,a wick within clarified butter
aśnan,burning
śikhāḥ,the flame
sadhūmāḥ,with smoke
bhajati,enjoys
hi,certainly
anyadā,otherwise
svam,its own original
padam,position
tathā,so
guṇa-karma-anubaddham,bound by the modes of nature and the reactions of material activities
vṛttīḥ,various engagements
manaḥ,the mind
śrayate,takes shelter of
anyatra,otherwise
tattvam,its original condition.
ekādaśa,eleven
āsan,there are
manasaḥ,of the mind
hi,certainly
vṛttayaḥ,activities
ākūtayaḥ,senses of action
pañca,five
dhiyaḥ,senses for gathering knowledge
abhimānaḥ,the false ego
mātrāṇi,different sense objects
karmāṇi,different material activities
puramca,"and the body, society, nation, family or place of nativity"
tāsām,of those functions
vadanti,they say
ha,oh
ekādaśa,eleven
vīra,O hero
bhūmīḥ,fields of activity.
gandha,smell
ākṛti,form
sparśa,touch
rasa,taste
śravāṁsi,and sound
visarga,evacuating
rati,sexual intercourse
arti,movement
abhijalpa,speaking
śilpāḥ,grasping or releasing
ekādaśam,eleventh
svīkaraṇam,accepting as
mama,mine
iti,thus
śayyām,this body
aham,I
dvādaśam,twelfth
eke,some
āhuḥ,have said.
dravya,by physical objects
sva-bhāva,by nature as the cause of development
āśaya,by culture
karma,by predestined resultant actions
kālaiḥ,by time
ekādaśa,eleven
amī,all these
manasaḥ,of the mind
vikārāḥ,transformations
sahasraśaḥ,in thousands
śataśaḥ,in hundreds
koṭiśaḥca,and in millions
kṣetra-jñataḥ,from the original Supreme Personality of Godhead
na,not
mithaḥ,one another
na,nor
svataḥ,from themselves
syuḥ,are.
kṣetra-jñaḥ,the individual soul
etāḥ,all these
manasaḥ,of the mind
vibhūtīḥ,different activities
jīvasya,of the living entity
māyā-racitasya,"created by the external, material energy"
nityāḥ,from time immemorial
āvirhitāḥ,sometimes manifested
kvāpi,somewhere
tirohitāḥca,and not manifested
śuddhaḥ,purified
vicaṣṭe,sees this
hi,certainly
aviśuddha,unpurified
kartuḥ,of the doer.
rahūgaṇaḥuvāca,King Rahūgaṇa said
namaḥ,my respectful obeisances
namaḥ,obeisances
kāraṇa-vigrahāya,"to one whose body emanates from the Supreme Person, the cause of all causes"
svarūpa-tucchīkṛta-vigrahāya,who has completely removed all the contradictions of the scriptures by manifesting his true self
namaḥ,respectful obeisances
avadhūta,O master of all mystic power
dvija-bandhu-liṅga,by the characteristics of a person born in abrāhmaṇafamily but not executing the duties of abrāhmaṇa
nigūḍha,covered
nitya-anubhavāya,to him whose eternal self-realization
tubhyam,to you.
jvara,of a fever
āmaya,by the disease
ārtasya,of a distressed person
yathā,just as
agadam,the medicine
sat,right
nidāgha-dagdhasya,of one scorched by the heat of the sun
yathā,just as
hima-ambhaḥ,very cold water
ku-deha,in this body made of matter and full of dirty things such as stool and urine
māna,of pride
ahi,by the serpent
vidaṣṭa,bitten
dṛṣṭeḥ,of one whose vision
brahman,O best of thebrāhmaṇas
vacaḥ,words
te,your
amṛtam,nectar
auṣadham,medicine
me,for me.
tasmāt,therefore
bhavantam,to you
mama,of me
saṁśaya-artham,the subject matter that is not clear to me
prakṣyāmi,I shall submit
paścāt,afterwards
adhunā,now
su-bodham,so that it can be clearly understood
adhyātma-yoga,of mystic instruction for self-realization
grathitam,as composed
tava,your
uktam,speech
ākhyāhi,please explain again
kautūhala-cetasaḥ,whose mind is very inquisitive to understand the mystery of such statements
me,to me.
yat,that which
āha,have said
yoga-īśvara,O master of mystic power
dṛśyamānam,being clearly seen
kriyā-phalam,"the results of moving the body here and there, such as feeling fatigue"
sat,existing
vyavahāra-mūlam,whose basis is etiquette alone
na,not
hi,certainly
añjasā,"on the whole, or in fact"
tattva-vimarśanāya,for understanding the truth by consultation
bhavān,your good self
amuṣmin,in that explanation
bhramate,is bewildered
manaḥ,mind
me,my.
brāhmaṇaḥuvāca,thebrāhmaṇaJaḍa Bharata continued to speak
duratyaye,which is very difficult to traverse
adhvani,"on the path of fruitive activities (performing actions in this life, creating a body in the next life by those actions, and in this way continuously accepting birth and death)"
ajayā,"bymāyā,the external energy of the Supreme Personality of Godhead"
niveśitaḥ,caused to enter
rajaḥ-tamaḥ-sattva-vibhakta-karma-dṛk,"a conditioned soul who sees only immediately beneficial fruitive activities and their results, which are divided into three groups by the modes of goodness, passion and ignorance"
saḥ,he
eṣaḥ,this
sa-arthaḥ,the living entity falsely seeking sense gratification
artha-paraḥ,intent upon gaining wealth
paribhraman,wandering all over
bhava-aṭavīm,"the forest known asbhava,which means the repetition of birth and death"
yāti,enters
na,not
śarma,happiness
vindati,obtains.
yasyām,in which (in the forest of material existence)
ime,these
ṣaṭ,six
nara-deva,O King
dasyavaḥ,the plunderers
sa-artham,"the conditioned souls, who are interested in false ideas"
vilumpanti,"plunder, regularly taking away all the possessions"
ku-nāyakam,"who are always misguided by so-calledgurus,or spiritual masters"
balāt,by force
gomāyavaḥ,exactly like foxes
yatra,in which forest
haranti,they take away
sa-arthikam,the conditioned soul who is seeking material profits to maintain the body and soul
pramattam,who is a crazy man not knowing his self-interest
āviśya,entering the heart
yathā,just as
uraṇam,nicely protected lambs
vṛkāḥ,the tigers.
prabhūta,a very large number
vīrut,of creepers
tṛṇa,of varieties of grass
gulma,of thickets
gahvare,in bowers
kaṭhora,cruel
daṁśaiḥ,by bites
maśakaiḥ,by mosquitoes
upadrutaḥ,disturbed
kvacit,sometimes
tu,but
gandharva-puram,a false palace created by the Gandharvas
prapaśyati,be sees
kvacit,and sometimes
kvacit,sometimes
ca,and
āśu-raya,very quickly
ulmuka,like a meteor
graham,a fiend.
nivāsa,residential place
toya,water
draviṇa,wealth
ātma-buddhiḥ,"who considers these material things theātma,or self"
tataḥtataḥ,here and there
dhāvati,he runs
bhoḥ,O King
aṭavyām,on that forest path of material existence
kvacitca,and sometimes
vātyā,by the whirlwind
utthita,raised
pāṁsu,by dust
dhūmrāḥ,appear smoke-colored
diśaḥ,the directions
na,not
jānāti,knows
rajaḥ-vala-akṣaḥ,whose eyes are covered by the dust of the wind or who is captivated by his wife during her menstrual period.
adṛśya,invisible
jhillī,of crickets or a kind of bee
svana,by the sounds
karṇa-śūla,whose ears are disturbed
ulūka,of the owls
vāgbhiḥ,by sound vibrations
vyathita,very disturbed
antaḥ-ātmā,whose mind and heart
apuṇya-vṛkṣān,impious trees that have no fruits or flowers
śrayate,he takes shelter of
kṣudha,from hunger
arditaḥ,suffering
marīci-toyāni,the waters of a mirage in the desert
abhidhāvati,he runs after
kvacit,sometimes.
kvacit,sometimes
vitoyāḥ,without depth to the water
saritaḥ,rivers
abhiyāti,he goes to bathe or jumps into
parasparam,one another
ca,and
ālaṣate,desires
nirandhaḥ,being with no stock of food
āsādya,experiencing
dāvam,a forest fire in family life
kvacit,sometimes
agni-taptaḥ,burned by fire
nirvidyate,is despondent
kva,somewhere
ca,and
yakṣaiḥ,by kings resembling rogues and thieves
hṛta,taken away
asuḥ,"wealth, which is as dear as one’s life."
śūraiḥ,by very powerful enemies
hṛta-svaḥ,all of whose possessions have been stolen
kvaca,sometimes
nirviṇṇa-cetāḥ,very morose and aggrieved at heart
śocan,deeply lamenting
vimuhyan,becoming bewildered
upayāti,achieves
kaśmalam,unconsciousness
kvacit,sometimes
ca,also
gandharva-puram,an imaginary city in the forest
praviṣṭaḥ,having entered
pramodate,he enjoys
nirvṛta-vat,exactly like a person who has achieved success
muhūrtam,for a moment only.
calan,wandering
kvacit,sometimes
kaṇṭaka-śarkara,pierced by thorns and small stones
aṅghriḥ,whose feet
naga,the hills
ārurukṣuḥ,one desiring to climb
vimanāḥ,disappointed
iva,like
āste,becomes
padepade,step by step
abhyantara,within the abdomen
vahninā,by the strong fire of appetite
arditaḥ,being fatigued and aggrieved
kauṭumbikaḥ,a person living with his family members
krudhyati,becomes angry
vai,certainly
janāya,at the family members.
kvacit,sometimes
nigīrṇaḥ,being swallowed
ajagara-ahinā,by the great snake known as the python
janaḥ,the conditioned soul
na,not
avaiti,understands
kiñcit,anything
vipine,in the forest
apaviddhaḥ,pierced by arrows of suffering
daṣṭaḥ,being bitten
sma,indeed
śete,lies down
kvaca,sometimes
danda-śūkaiḥ,by other kinds of snakes
andhaḥ,blind
andha-kūpe,in a blind well
patitaḥ,fallen
tamisre,in a hellish condition of life.
karhismacit,sometimes
kṣudra,very insignificant
rasān,sexual enjoyment
vicinvan,searching for
tat,of those women
makṣikābhiḥ,"by honeybees, or the husbands or family members"
vyathitaḥ,very much aggrieved
vimānaḥ,insulted
tatra,in that
ati,very much
kṛcchrāt,with difficulty because of spending money
pratilabdhamānaḥ,obtaining sexual enjoyment
balāt,by force
vilumpanti,kidnapped
atha,thereafter
tam,the object of sense enjoyment (the woman)
tataḥ,from him
anye,another debauchee.
kvacit,sometimes
ca,also
śīta-ātapa-vāta-varṣa,"of freezing cold, scorching heat, strong wind and excessive rainfall"
pratikriyām,counteraction
kartum,to do
anīśaḥ,being unable
āste,remains in misery
kvacit,sometimes
mithaḥ,one another
vipaṇan,selling
yatca,whatever
kiñcit,a little bit
vidveṣam,mutual enmity
ṛcchati,obtain
uta,it is so said
vitta-śāṭhyāt,because of cheating one another merely for money.
kvacitkvacit,sometimes
kṣīṇa-dhanaḥ,becoming bereft of all riches
tu,but
tasmin,in that forest
śayyā,of bedding for lying down
āsana,of a sitting place
sthāna,of a residential house
vihāra,of enjoyment with a family
hīnaḥ,being bereft
yācan,begging
parāt,from others (friends and relatives)
apratilabdha-kāmaḥ,not getting his desires fulfilled
pārakya-dṛṣṭiḥ,becomes greedy for the wealth of others
labhate,he obtains
avamānam,dishonor.
anyonya,with one another
vitta-vyatiṣaṅga,by monetary transactions
vṛddha,increased
vaira-anubandhaḥ,one is encumbered by enmity
vivahan,sometimes marrying
mithaḥ,one another
ca,and
adhvani,on the path of material existence
amuṣmin,that
uru-kṛcchra,by great difficulties
vitta-bādha,by scarcity of money
upasargaiḥ,by diseases
viharan,wandering
vipannaḥ,one becomes fully embarrassed.
tāntān,all of them
vipannān,embarrassed in various ways
saḥ,the living being
hi,certainly
tatratatra,here and there
vihāya,giving up
jātam,those who are newly born
parigṛhya,taking
sa-arthaḥ,the living being searching for his own interest
āvartate,wanders in this forest
adyaapi,even until now
na,not
kaścit,any of them
atra,here in this forest
vīra,O hero
adhvanaḥ,of the path of material life
pāram,the ultimate end
upaiti,gets
yogam,the process of devotional service to the Supreme Personality of Godhead.
manasvinaḥ,very great heroes (mental speculators)
nirjita-dik-gajendrāḥ,who have conquered many other heroes as powerful as elephants
mama,"my (my land, my country, my family, my community, my religion)"
iti,thus
sarve,"all (great political, social and religious leaders)"
bhuvi,in this world
baddha-vairāḥ,who have created enmity among themselves
mṛdhe,in battle
śayīran,fall dead on the ground
na,not
tu,but
tat,the abode of the Supreme Personality of Godhead
vrajanti,approach
yat,which
nyasta-daṇḍaḥ,asannyāsī
gata-vairaḥ,who has no enmity throughout the whole world
abhiyāti,attains that perfection.
prasajjati,becomes more and more attached
kvāpi,sometimes
latā-bhuja-āśrayaḥ,who takes shelter of the soft arms of his beautiful wife which are like creepers
tat-āśraya,who are sheltered by such creepers
avyakta-pada,who sing unclear songs
dvija-spṛhaḥ,desiring to hear birds
kvacit,sometimes
kadācit,somewhere
hari-cakrataḥtrasan,being afraid of the roaring sound of a lion
sakhyam,friendship
vidhatte,makes
baka-kaṅka-gṛdhraiḥ,"with cranes, herons and vultures."
taiḥ,"by them (the cheaters and pretenders, the so-calledyogīs, svāmīs,incarnations andgurus)"
vañcitaḥ,being cheated
haṁsa-kulam,"the association of greatparamahaṁsas,or devotees"
samāviśan,contacting
arocayan,not being satisfied with
śīlam,their behavior
upaiti,approaches
vānarān,"the monkeys, which are all debauchees with no good character"
tat-jāti-rāsena,by sense gratification in the association of such debauchees
sunirvṛta-indriyaḥ,being very satisfied with getting the opportunity of sense gratification
paraspara,of one another
udvīkṣaṇa,by seeing the faces
vismṛta,who has forgotten
avadhiḥ,the end of life.
drumeṣu,in the trees (or in houses standing like trees in which monkeys jump from one branch to another)
raṁsyan,enjoying
suta-dāra-vatsalaḥ,being attached to the children and wife
vyavāya-dīnaḥ,who is poor-hearted because of acting on the platform of sex desire
vivaśaḥ,unable to give up
sva-bandhane,in bondage to the reactions of one’s own activities
kvacit,sometimes
pramādāt,from fear of imminent death
giri-kandare,in a cave in a mountain
patan,falling down
vallīm,the branches of a creeper
gṛhītvā,capturing
gaja-bhītaḥ,being afraid of the elephant of death
āsthitaḥ,remains in that position.
ataḥ,from this
kathañcit,somehow
saḥ,he
vimuktaḥ,liberated
āpadaḥ,from the danger
punaḥca,again
sa-artham,taking interest in that life
praviśati,begins
arim-dama,"O King, killer of the enemies"
adhvani,on the path of enjoyment
amuṣmin,that
ajayā,by the influence of the illusory energy
niveśitaḥ,being absorbed
bhraman,traveling
janaḥ,the conditioned soul
adyaapi,even up to death
naveda,does not understand
kaścana,anything.
rahūgaṇa,O King Rahūgaṇa
tvam,you
api,also
hi,certainly
adhvanaḥ,of the path of material existence
asya,this
sannyasta-daṇḍaḥ,having given up the king’s rod for punishing criminals
kṛta-bhūta-maitraḥ,having become friendly to everyone
asat-jita-ātmā,whose mind is not attracted to the material pleasure of life
